Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/recommendations/user_85c51c5087b24fbab8034cc6ce899c17,48,0,4,5.162331244112768,1.9540999783203006,50.804900005459785,2.0,0.16082822346851297,0.0,4,4,5,5,7,12,51,51,51,51,51
GET,/api/recommendations/user_8627097ed8ff44c2900993c3e0ca4e83,45,0,3,4.033895550916593,1.6334999818354845,14.798099990002811,2.0,0.1507764595017309,0.0,3,4,5,5,6,8,15,15,15,15,15
GET,/api/recommendations/user_8a6575e151b74a2bbeea1c2a159e9aa8,48,0,4,4.546779171505477,2.1560000022873282,15.058099990710616,2.0,0.16082822346851297,0.0,4,5,5,6,7,12,15,15,15,15,15
GET,/api/recommendations/user_8b7411178a884954884436989d1a7313,38,0,4,5.834907893777678,1.9725000020116568,50.78930000308901,2.0,0.12732234357923944,0.0,4,4,4,5,6,37,51,51,51,51,51
GET,/api/recommendations/user_8c1488b368d84fe385275e5af3063b3d,43,0,4,6.406465112123379,1.717100036330521,51.99800000991672,2.0,0.14407528352387622,0.0,4,5,6,7,7,23,52,52,52,52,52
GET,/api/recommendations/user_8cc68d956db341df942abd629664bf00,39,0,4,3.81128204604372,2.082300023175776,7.396499975584447,2.0,0.13067293156816678,0.0,4,4,4,4,5,6,7,7,7,7,7
GET,/api/recommendations/user_8dfc3799b61447cfa90dfa9fe648f4ab,56,0,3,7.418403570357311,1.847199979238212,104.1863999562338,2.0,0.1876329273799318,0.0,3,5,5,6,9,19,76,100,100,100,100
GET,/api/recommendations/user_92baf0e9732a471cb98caf60542aaa21,47,0,4,6.229580845683813,1.8214000156149268,97.8021000046283,2.0,0.15747763547958563,0.0,4,5,5,6,7,9,98,98,98,98,98
GET,/api/recommendations/user_940a422e2ce94f969b53b28c0bd20146,51,0,4,5.971721567523976,1.7603000160306692,69.17689996771514,2.0,0.17087998743529503,0.0,4,5,6,6,8,18,18,69,69,69,69
GET,/api/recommendations/user_94372474497a4456b93a32fef97cea14,43,0,4,7.760874418065298,1.8288999563083053,104.53930008225143,2.0,0.14407528352387622,0.0,4,5,5,6,12,22,100,100,100,100,100
GET,/api/recommendations/user_94a4586be8b34cb7ad5f292635f13b54,44,0,4,8.382736348060213,1.7671999521553516,81.65219996590167,2.0,0.14742587151280356,0.0,4,5,6,6,11,43,82,82,82,82,82
GET,/api/recommendations/user_94db05f63186498589973af7641318c5,51,0,4,10.067386283338362,1.9358000718057156,158.0670999828726,2.0,0.17087998743529503,0.0,4,6,6,7,16,21,84,160,160,160,160
GET,/api/recommendations/user_9535ef164a1e4aa3a73865225ab0542a,51,0,4,5.67783921153522,2.191700041294098,52.65069997403771,2.0,0.17087998743529503,0.0,4,5,5,6,7,10,20,53,53,53,53
GET,/api/recommendations/user_96b052f59808414d90f4ef6cfc6e02c3,59,0,4,6.985376267378235,2.006600028835237,71.5160999679938,2.0,0.19768469134671388,0.0,4,5,6,8,9,18,69,72,72,72,72
GET,/api/recommendations/user_976507a7f61e423287361280a7c6f12c,46,0,4,6.931134775463168,2.28780007455498,120.45019993092865,2.0,0.15412704749065828,0.0,4,4,4,5,6,16,120,120,120,120,120
GET,/api/recommendations/user_977c279b010a48d78189cb9ba258dff3,51,0,4,5.974790190949159,2.3059999803081155,85.0142000708729,2.0,0.17087998743529503,0.0,4,4,5,5,8,11,19,85,85,85,85
GET,/api/recommendations/user_98a5b969c829491d94e7b7015b06deea,54,0,4,7.344261107155709,1.702000037766993,95.22999997716397,2.0,0.1809317514020771,0.0,4,4,5,5,7,14,87,95,95,95,95
GET,/api/recommendations/user_9a7f24d843ce4528a0c8862e7f75b8f8,43,0,4,4.913751165880713,1.9008000381290913,28.420899994671345,2.0,0.14407528352387622,0.0,4,5,5,5,7,9,28,28,28,28,28
GET,/api/recommendations/user_9acf62745f434c669df2d97a6c468516,56,0,5,7.239633927903404,1.88920006621629,76.51840010657907,2.0,0.1876329273799318,0.0,5,5,6,6,8,18,71,77,77,77,77
GET,/api/recommendations/user_9b9cd14e0211467f903b407acdf42eb3,52,0,4,4.905959618134568,2.024899935349822,20.179999992251396,2.0,0.1742305754242224,0.0,4,5,6,6,8,12,12,20,20,20,20
GET,/api/recommendations/user_9d8a48f80fe646d3a09681c75acd85cb,54,0,4,4.997581484969015,1.7996999667957425,49.41529990173876,2.0,0.1809317514020771,0.0,4,5,5,6,7,7,10,49,49,49,49
GET,/api/recommendations/user_9e72e10f79e14805bdfddfdb91d136c4,40,0,4,4.296045008231886,1.6687000170350075,13.335800031200051,2.0,0.13402351955709416,0.0,4,5,5,6,7,9,13,13,13,13,13
GET,/api/recommendations/user_9fe3c8ea494b4bb49a9d4b1a9259a9c8,41,0,4,6.527339014588151,2.262099995277822,52.43150005117059,2.0,0.1373741075460215,0.0,4,5,6,6,9,21,52,52,52,52,52
GET,/api/recommendations/user_a0222a3bdcc3449d8c4874bde40718db,55,0,4,6.201978186568753,2.147400053218007,99.51810003258288,2.0,0.18428233939100447,0.0,4,5,5,6,8,11,15,100,100,100,100
GET,/api/recommendations/user_a1b17a6a7d3c4130894d252d6a3832b6,48,0,4,5.582587495155167,2.1963000763207674,45.219299965538085,2.0,0.16082822346851297,0.0,4,5,5,5,8,13,45,45,45,45,45
GET,/api/recommendations/user_a1b8ceddceb644ca83ba919e63fb4794,55,0,4,4.561025452461433,1.8857000395655632,24.13949999026954,2.0,0.18428233939100447,0.0,4,4,5,5,6,13,16,24,24,24,24
GET,/api/recommendations/user_a1d3bf641b1b4b21a5a9b11844347471,37,0,3,6.800245953019004,2.4017000105232,121.0885999025777,2.0,0.1239717555903121,0.0,3,4,4,4,6,10,120,120,120,120,120
GET,/api/recommendations/user_a52402d6b38448379af083060505a8c1,47,0,4,5.439878723762454,1.8859999254345894,35.998999956063926,2.0,0.15747763547958563,0.0,4,5,6,6,9,11,36,36,36,36,36
GET,/api/recommendations/user_a5732c122f154c3d983175bda6d4879c,46,0,3,8.599480429320069,1.8709000432863832,68.82029992993921,2.0,0.15412704749065828,0.0,3,5,5,6,15,59,69,69,69,69,69
GET,/api/recommendations/user_a5a1843ed4be4945ae06aa6a65974edf,52,0,3,6.571303831431298,1.8242999212816358,76.71159994788468,2.0,0.1742305754242224,0.0,3,4,5,5,7,20,60,77,77,77,77
GET,/api/recommendations/user_a898691dcff145adb6c4dbf34ec5e488,53,0,3,4.559796226632623,1.7713999841362238,23.03180005401373,2.0,0.17758116341314975,0.0,3,4,5,5,7,11,13,23,23,23,23
GET,/api/recommendations/user_a9a0a66d915f4e5790051d467139707e,39,0,4,9.656376933726746,2.2782000014558434,132.66660005319864,2.0,0.13067293156816678,0.0,4,6,7,9,11,43,130,130,130,130,130
GET,/api/recommendations/user_a9cc5f582cc84a67aa54d4f73f009348,56,0,4,4.461798211975422,1.8505000043660402,13.466499978676438,2.0,0.1876329273799318,0.0,4,4,5,5,7,11,12,13,13,13,13
GET,/api/recommendations/user_aa57a2b160e4476c9989babd9f83ecfe,63,0,4,6.04748889796495,1.9963999511674047,48.08900004718453,2.0,0.21108704330242328,0.0,4,5,6,7,9,14,48,48,48,48,48
GET,/api/recommendations/user_aa9cb38f1d474e16a73e378ab5ebac3b,40,0,3,8.528327499516308,1.943000010214746,88.06890004780143,2.0,0.13402351955709416,0.0,4,4,5,6,14,65,88,88,88,88,88
GET,/api/recommendations/user_ab01e2fa6c29497bbf66d812485dafef,40,0,4,5.561602508532815,1.6124999383464456,28.30300002824515,2.0,0.13402351955709416,0.0,4,5,5,6,10,23,28,28,28,28,28
GET,/api/recommendations/user_ad00e621ca304f9694b55f8c0f4e9baa,44,0,3,7.117302281337536,2.0703000482171774,94.70959997270256,2.0,0.14742587151280356,0.0,3,4,5,5,7,8,95,95,95,95,95
GET,/api/recommendations/user_ada3c769fd9e4279b85b0480f141d780,52,0,3,3.748467303991604,2.079300000332296,8.029300021007657,2.0,0.1742305754242224,0.0,4,4,4,5,6,7,8,8,8,8,8
GET,/api/recommendations/user_add102adf35a4037baa353accc1b24c3,32,0,4,7.364615630649496,1.7853999743238091,70.96010004170239,2.0,0.10721881564567531,0.0,4,5,5,6,6,50,71,71,71,71,71
GET,/api/recommendations/user_aec795db78ff476e9cec93835d6b56b9,41,0,4,8.31923903272737,2.049400005489588,85.36919998005033,2.0,0.1373741075460215,0.0,4,5,7,8,12,22,85,85,85,85,85
GET,/api/recommendations/user_afbfdc18758b45d79505a44b558aca2d,56,0,4,6.688694642174856,2.168099978007376,121.05549999978393,2.0,0.1876329273799318,0.0,4,4,5,6,8,14,18,120,120,120,120
GET,/api/recommendations/user_b1635e369c1745a0ab9fb5b4e6961c53,51,0,3,5.584074517565907,1.8000999698415399,52.50650004018098,2.0,0.17087998743529503,0.0,3,4,5,5,6,10,52,53,53,53,53
GET,/api/recommendations/user_b2af1db9fbea458296936b4d0a48b1f2,52,0,4,6.874328839610546,2.018700004555285,96.62809991277754,2.0,0.1742305754242224,0.0,4,5,5,6,15,17,17,97,97,97,97
GET,/api/recommendations/user_b31e8f45c09f4296b627df24a479b823,52,0,3,3.8468923124198158,1.8754000775516033,8.264800067991018,2.0,0.1742305754242224,0.0,4,4,5,5,6,7,8,8,8,8,8
GET,/api/recommendations/user_b390828379e84b04a9c808840fae234c,58,0,4,7.898298280859558,1.8987000221386552,102.44599997531623,2.0,0.19433410335778653,0.0,4,5,5,7,10,12,99,100,100,100,100
GET,/api/recommendations/user_b3a8751c099d428b91190509801038c3,55,0,4,4.782736356454817,1.9109999993816018,29.687399975955486,2.0,0.18428233939100447,0.0,4,5,6,6,7,9,10,30,30,30,30
GET,/api/recommendations/user_b3c90adb2294444781340d4ca636fb5e,53,0,3,5.111179255247819,1.9151000306010246,45.374699984677136,2.0,0.17758116341314975,0.0,3,4,4,5,6,11,36,45,45,45,45
GET,/api/recommendations/user_b57b422167264891929ee2ac4ccd4664,52,0,4,4.4683519204577005,1.8205000087618828,22.813199902884662,2.0,0.1742305754242224,0.0,4,4,5,5,6,11,18,23,23,23,23
GET,/api/recommendations/user_b5cd1b2eec974a16b07518a34f52f36e,60,0,4,4.708253334198768,1.967300078831613,16.227499931119382,2.0,0.20103527933564122,0.0,4,4,5,6,9,12,15,16,16,16,16
GET,/api/recommendations/user_b67dc5561ae44e0b8fde2fc1de3125db,45,0,4,4.567357783930169,1.927900011651218,16.3840000750497,2.0,0.1507764595017309,0.0,4,5,5,6,7,8,16,16,16,16,16
GET,/api/recommendations/user_b714cae3eb8247679a0e1a57e30c2ce3,54,0,4,7.0354148197953625,1.7804999370127916,55.54069997742772,2.0,0.1809317514020771,0.0,4,5,6,7,14,20,49,56,56,56,56
GET,/api/recommendations/user_baf0f07dd6ea4598b2c3ec7650a0c265,53,0,3,4.012418862537674,1.9076000899076462,26.201099972240627,2.0,0.17758116341314975,0.0,3,4,4,4,5,6,8,26,26,26,26
GET,/api/recommendations/user_bb12b55a17e64875875882fc936f3928,36,0,4,7.98893056020865,1.9220999674871564,67.77319998946041,2.0,0.12062116760138474,0.0,4,4,6,6,17,56,68,68,68,68,68
GET,/api/recommendations/user_bcdf08d020a94a73802fdc633ccb426f,48,0,4,4.882991651053696,1.8776999786496162,32.81469992361963,2.0,0.16082822346851297,0.0,4,5,5,5,7,13,33,33,33,33,33
GET,/api/recommendations/user_bec302c78c044b8fb60feb2336996d62,49,0,4,5.65898775750277,1.7350000562146306,58.8684999383986,2.0,0.16417881145744034,0.0,4,5,6,6,8,10,59,59,59,59,59
GET,/api/recommendations/user_bf184f58b572416793664d581a7cfe88,47,0,4,6.449887246646463,1.8876999383792281,106.59109998960048,2.0,0.15747763547958563,0.0,4,4,5,5,9,11,110,110,110,110,110
GET,/api/recommendations/user_c0dd9673464f41cf9e8f2bb056bc6960,52,0,4,5.565471154673455,2.0894999615848064,66.69730006251484,2.0,0.1742305754242224,0.0,4,5,5,5,7,10,12,67,67,67,67
GET,/api/recommendations/user_c22391481b494c95af92f33a8397bfb5,50,0,4,6.178251993842423,1.9024000503122807,86.67670004069805,2.0,0.1675293994463677,0.0,4,5,5,6,10,15,87,87,87,87,87
GET,/api/recommendations/user_c7f47fa7002543ddb0ad82bf58dc3a60,49,0,4,4.797714287225081,1.820300007238984,19.941700040362775,2.0,0.16417881145744034,0.0,4,4,5,6,9,10,20,20,20,20,20
GET,/api/recommendations/user_c8bd5b5238a343caa724fb9e56c32d48,50,0,4,6.513954002875835,1.9306999165564775,65.18089992459863,2.0,0.1675293994463677,0.0,4,5,5,6,8,22,65,65,65,65,65
GET,/api/recommendations/user_ca62d1d661e748d28e331f5e2bf4af8e,50,0,4,6.6372799896635115,1.9731000065803528,109.79309992399067,2.0,0.1675293994463677,0.0,4,4,5,6,9,9,110,110,110,110,110
GET,/api/recommendations/user_cbf6c776d98445b0bfb99eb6d03ffde6,55,0,3,5.544681825929067,1.8165999790653586,104.68620003666729,2.0,0.18428233939100447,0.0,3,4,4,5,6,7,15,100,100,100,100
GET,/api/recommendations/user_ccf3c547687e4184a4e12e8f8b20f2ee,52,0,4,5.213386533656516,2.167199971154332,55.461399955675006,2.0,0.1742305754242224,0.0,4,4,5,5,7,10,12,55,55,55,55
GET,/api/recommendations/user_cef02e4aea7a4e85b8c0244ffd040695,52,0,4,5.068828844322035,1.8820000113919377,45.04500003531575,2.0,0.1742305754242224,0.0,4,5,5,6,6,11,15,45,45,45,45
GET,/api/recommendations/user_d07b3c76d76d4d0682f72b59add1cc9a,42,0,4,4.459707138483369,2.011900069192052,9.766199975274503,2.0,0.14072469553494885,0.0,4,5,5,6,8,9,10,10,10,10,10
GET,/api/recommendations/user_d08ac75754e84813b86acefb79d77de0,48,0,4,6.161218749184627,2.0301000913605094,112.99990001134574,2.0,0.16082822346851297,0.0,4,4,5,5,6,7,110,110,110,110,110
GET,/api/recommendations/user_d138ee2941ba4e0bb18baef0e8fcb412,56,0,3,4.4125339398825805,1.7003000248223543,22.9311001021415,2.0,0.1876329273799318,0.0,3,4,5,5,7,8,17,23,23,23,23
GET,/api/recommendations/user_d1623fb2b45c4eb4b8cff4013dc4b4b7,55,0,4,4.737527259964157,1.6766999615356326,14.354999992065132,2.0,0.18428233939100447,0.0,4,5,6,7,9,10,13,14,14,14,14
GET,/api/recommendations/user_d2cbedd02aa4417d856ffc6eafa79e13,45,0,4,5.84081779492812,2.1524999756366014,37.26339992135763,2.0,0.1507764595017309,0.0,4,4,5,6,10,23,37,37,37,37,37
GET,/api/recommendations/user_d2fa57c901804a6cbf4a22e922faa17c,43,0,4,6.032855810359294,1.9144999096170068,84.613399929367,2.0,0.14407528352387622,0.0,4,4,5,5,7,8,85,85,85,85,85
GET,/api/recommendations/user_d2fb257bd9824f188f440885173b8dff,46,0,4,5.664582594561026,2.0695000421255827,50.81179994158447,2.0,0.15412704749065828,0.0,4,5,5,6,8,10,51,51,51,51,51
GET,/api/recommendations/user_d4846a4b33a84905865533bd12b6ac71,57,0,4,6.0093175505467675,1.769999973475933,85.91699996031821,2.0,0.19098351536885916,0.0,4,4,5,6,8,10,25,86,86,86,86
GET,/api/recommendations/user_d4d276e79d1e44eb8849699ec1390e6d,53,0,3,6.1417547195165785,1.8517000135034323,61.59380008466542,2.0,0.17758116341314975,0.0,3,4,5,5,7,18,61,62,62,62,62
GET,/api/recommendations/user_d62fc8466d8248e8872ad0cf8398af06,55,0,3,4.592594546689228,1.8662000074982643,28.707799967378378,2.0,0.18428233939100447,0.0,3,4,5,5,8,9,21,29,29,29,29
GET,/api/recommendations/user_d67061a9d95544de89d1d18d9c87d7bd,52,0,4,12.301740368666987,1.8733999459072948,390.4637999366969,2.0,0.1742305754242224,0.0,4,5,5,5,7,11,37,390,390,390,390
GET,/api/recommendations/user_dabfdd8fecff49629c30f9c6fcf2a903,51,0,4,6.097647060147104,2.0134999649599195,56.971300044097006,2.0,0.17087998743529503,0.0,4,5,6,6,9,16,24,57,57,57,57
GET,/api/recommendations/user_db3f06275d0640c18c2f88335019d689,47,0,4,4.326621258750241,1.9184000557288527,11.948199942708015,2.0,0.15747763547958563,0.0,4,5,5,6,7,8,12,12,12,12,12
GET,/api/recommendations/user_dbd67097ad7942e7916c8fd2170f38d8,49,0,4,6.727818359278751,2.287600073032081,82.18329993542284,2.0,0.16417881145744034,0.0,4,4,4,5,7,10,82,82,82,82,82
GET,/api/recommendations/user_dbfd3b9c649249529aa02e5d9efac91b,54,0,4,5.041720373642251,1.7398000927641988,50.74809992220253,2.0,0.1809317514020771,0.0,4,4,5,5,7,9,9,51,51,51,51
GET,/api/recommendations/user_dcc64714796b46f5b0827be0d27c463d,46,0,3,5.172310867751746,1.8535999115556479,58.7438999209553,2.0,0.15412704749065828,0.0,3,4,5,5,7,8,59,59,59,59,59
GET,/api/recommendations/user_ded4ca252d4d4942b0932d8f85a98270,52,0,4,5.422515396136218,2.0446000853553414,54.98050001915544,2.0,0.1742305754242224,0.0,4,5,5,6,7,11,21,55,55,55,55
GET,/api/recommendations/user_e24c6d2f9b094177973c916308d26f07,46,0,3,5.751321735063001,1.8003999721258879,75.41699998546392,2.0,0.15412704749065828,0.0,4,4,5,5,7,9,75,75,75,75,75
GET,/api/recommendations/user_e454f3e0d7b74138aa4c40c45bb24266,48,0,3,3.8734895812619166,1.976699917577207,8.219400071538985,2.0,0.16082822346851297,0.0,4,4,5,5,5,6,8,8,8,8,8
GET,/api/recommendations/user_e671163a44014bd08fca03e833019ddf,47,0,4,7.924029779461946,1.7772000283002853,100.19409994129092,2.0,0.15747763547958563,0.0,4,5,5,5,9,20,100,100,100,100,100
GET,/api/recommendations/user_e7bbc962521746e38c2bbb19198bb890,52,0,4,4.419340375954142,1.8573999404907227,23.95340008661151,2.0,0.1742305754242224,0.0,4,4,5,6,7,8,10,24,24,24,24
GET,/api/recommendations/user_e7ee77fadf9d43b595c7d6d9d0b485bf,50,0,3,3.955469992943108,2.182000083848834,9.516100049950182,2.0,0.1675293994463677,0.0,3,4,4,5,7,7,10,10,10,10,10
GET,/api/recommendations/user_e8c8aa0383284df5a23b1548784b5420,60,0,4,6.431931670522317,2.008100040256977,103.52809994947165,2.0,0.20103527933564122,0.0,4,5,6,6,9,13,19,100,100,100,100
GET,/api/recommendations/user_ec07f912ef0e487ababd53eaf68d67ce,42,0,4,4.999988091488679,2.087899949401617,44.83739996794611,2.0,0.14072469553494885,0.0,4,4,5,5,7,8,45,45,45,45,45
GET,/api/recommendations/user_ec51060ed5a54e71950ccc02a03c8c0e,49,0,4,6.127720406488041,1.8705000402405858,76.31340005900711,2.0,0.16417881145744034,0.0,4,4,6,6,8,16,76,76,76,76,76
GET,/api/recommendations/user_ee9f60e8d2e245e7a038904bb75b4513,51,0,4,6.512909805785646,2.0059000235050917,98.37749996222556,2.0,0.17087998743529503,0.0,4,4,6,6,8,12,25,98,98,98,98
GET,/api/recommendations/user_eff2970407134539b72e6a3a9e47b44a,53,0,4,16.230605656878566,1.9694999791681767,567.541699972935,2.0,0.17758116341314975,0.0,4,4,5,6,8,13,74,570,570,570,570
GET,/api/recommendations/user_f0f4fea2a5744db9ba07eced9cee5e17,49,0,3,5.481685711336987,2.1184999495744705,43.45709993503988,2.0,0.16417881145744034,0.0,3,4,5,5,8,12,43,43,43,43,43
GET,/api/recommendations/user_f18ea5afb74643fa9970fb0b141fb13d,48,0,4,6.668247925214625,2.1225999807938933,55.02109997905791,2.0,0.16082822346851297,0.0,5,5,6,6,8,12,55,55,55,55,55
GET,/api/recommendations/user_f1f123e382334fd9b8545bb357cc4076,48,0,4,5.910575004236307,1.7376000760123134,85.39680007379502,2.0,0.16082822346851297,0.0,4,4,5,5,8,13,85,85,85,85,85
GET,/api/recommendations/user_f7e40be7dae9480789bc42912969bbbb,44,0,4,4.518106812611222,1.9095001043751836,17.09620002657175,2.0,0.14742587151280356,0.0,4,5,5,6,6,13,17,17,17,17,17
GET,/api/recommendations/user_f8794d7018f7432092c1147d2acfc595,40,0,4,6.009794992860407,2.069000038318336,58.12910001259297,2.0,0.13402351955709416,0.0,4,4,5,5,7,30,58,58,58,58,58
GET,/api/recommendations/user_fa2a791bcc4745efa89f05d74247b539,49,0,4,4.413261220847466,1.7748000100255013,12.95789994765073,2.0,0.16417881145744034,0.0,4,5,5,6,8,9,13,13,13,13,13
GET,/api/recommendations/user_fc1d423082a7430a8f4a10420de50265,59,0,4,6.856242378273884,2.0605999743565917,125.45739999040961,2.0,0.19768469134671388,0.0,4,4,5,5,7,10,40,130,130,130,130
GET,/api/recommendations/user_fca2bf451fea4cd8bf97cd21831254c5,44,0,3,5.681295471731573,2.0311999833211303,40.583300055004656,2.0,0.14742587151280356,0.0,3,4,6,7,10,17,41,41,41,41,41
GET,/api/recommendations/user_fd99ab515dc04a42ad8f00bf682dc4f9,54,0,4,4.762548149166697,2.0872000604867935,35.2901000296697,2.0,0.1809317514020771,0.0,4,4,5,6,6,9,13,35,35,35,35
POST,/api/user-behavior,29202,0,4,6.287798887142872,1.5388999599963427,562.678899965249,196.0,97.84387045265659,0.0,4,4,5,6,7,13,49,82,190,550,560
,Aggregated,38968,0,4,6.2296246921041005,1.5388999599963427,567.541699972935,147.38051734756723,130.5657127525211,0.0,4,4,5,6,7,12,45,78,190,550,570
